0
SP500_logret_lag1
SP500_logret_lag2
SP500_logret_lag3
SP500_logret_lag4
SP500_logret_lag5
SP500_logret_lag6
SP500_logret_lag7
SP500_logret_lag8
SP500_logret_lag9
SP500_logret_lag10
SP500_logret_lag11
SP500_logret_lag12
SP500_logret_lag13
SP500_logret_lag14
SP500_logret_lag15
SP500_logret_lag16
SP500_logret_lag17
SP500_logret_lag18
SP500_logret_lag19
SP500_logret_lag20
Oro_logret_lag1
Oro_logret_lag2
Oro_logret_lag3
Oro_logret_lag5
Oro_logret_lag10
Oro_logret_lag15
Oro_logret_lag20
GasNatural_logret_lag1
GasNatural_logret_lag2
GasNatural_logret_lag3
GasNatural_logret_lag5
GasNatural_logret_lag10
GasNatural_logret_lag15
GasNatural_logret_lag20
Plata_logret_lag1
Plata_logret_lag2
Plata_logret_lag3
Plata_logret_lag5
Plata_logret_lag10
Plata_logret_lag15
Plata_logret_lag20
Cobre_logret_lag1
Cobre_logret_lag2
Cobre_logret_lag3
Cobre_logret_lag5
Cobre_logret_lag10
Cobre_logret_lag15
Cobre_logret_lag20
PetroleoWTI_logret_lag1
PetroleoWTI_logret_lag2
PetroleoWTI_logret_lag3
PetroleoWTI_logret_lag5
PetroleoWTI_logret_lag10
PetroleoWTI_logret_lag15
PetroleoWTI_logret_lag20
VIX_logret_lag1
VIX_logret_lag2
VIX_logret_lag3
VIX_logret_lag5
VIX_logret_lag10
VIX_logret_lag15
VIX_logret_lag20
Dolar_logret_lag1
Dolar_logret_lag2
Dolar_logret_lag3
Dolar_logret_lag5
Dolar_logret_lag10
Dolar_logret_lag15
Dolar_logret_lag20
SP500_vol5
SP500_vol10
SP500_vol20
SP500_vol_ratio
SP500_mom5
SP500_mom10
SP500_mom20
SP500_rsi14
SP500_rsi28
SP500_macd
SP500_macd_signal
SP500_macd_hist
SP500_bb_pct
SP500_bb_upper_dist
SP500_tendencia
SP500_sobre_ema200
SP500_max20
SP500_min20
SP500_rango20
SP500_pos_rango
SP500_zscore20
SP500_zscore60
VIX_nivel
VIX_zscore60
VIX_percentil
VIX_sobre_media20
VIX_panico
ratio_oro_petroleo
corr_sp500_oro30
corr_sp500_vix30
corr_sp500_dolar30
dia_semana
mes
trimestre
