number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bylevel,params_colsample_bytree,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_subsample,user_attrs_threshold,user_attrs_val_acc,state
80,0.7624594640723673,2026-06-24 19:01:53.214402,2026-06-24 19:01:53.563537,0 days 00:00:00.349135,0.07132807803478866,0.5429762035025839,0.6977360156713611,1.775481201097934,2.318126500304498,0.016169492592973414,4,43,198,0.7342605378644567,0.4100000000000001,0.7948207171314741,COMPLETE
81,0.7610940433521078,2026-06-24 19:01:53.608607,2026-06-24 19:01:53.967136,0 days 00:00:00.358529,0.08070037031754337,0.5594199134371897,0.6938766161388769,1.7258722414381449,2.236154728305441,0.01723810929161238,4,42,209,0.7015340633889917,0.4000000000000001,0.798804780876494,COMPLETE
82,0.7566990954087729,2026-06-24 19:01:54.012990,2026-06-24 19:01:54.706910,0 days 00:00:00.693920,0.07586520395793292,0.5616235298993814,0.7032815736728335,1.6321129263926362,2.31356635321929,0.016680119645875468,4,43,204,0.7276313015794272,0.4500000000000001,0.7948207171314741,COMPLETE
83,0.7594299368492916,2026-06-24 19:01:54.752306,2026-06-24 19:01:55.090461,0 days 00:00:00.338155,0.07848422303851905,0.5455205510800828,0.6978210916227074,1.3260337151522668,2.576208892230983,0.012975451007862007,4,46,148,0.7021979968314946,0.36000000000000004,0.796812749003984,COMPLETE
84,0.7492106161461001,2026-06-24 19:01:55.135458,2026-06-24 19:01:55.501790,0 days 00:00:00.366332,0.05401686928886337,0.5962255362748371,0.7160297813490056,1.7105638892253552,4.490993723039637,0.01695981615722524,4,43,109,0.7363174319412973,0.48000000000000015,0.7908366533864541,COMPLETE
85,0.7558457074586108,2026-06-24 19:01:55.548121,2026-06-24 19:01:56.460319,0 days 00:00:00.912198,0.06382898903817687,0.569802073668215,0.7661221377695533,1.5174521973009207,2.16159704305446,0.01094865558452628,4,40,237,0.7499341842463287,0.6100000000000003,0.7888446215139442,COMPLETE
86,0.7584272060078512,2026-06-24 19:01:56.506518,2026-06-24 19:01:57.320816,0 days 00:00:00.814298,0.0948959259604332,0.5269785517475892,0.6691524995099002,2.252089222499176,3.5177282058251773,0.015234885103122394,4,44,183,0.7260060425523238,0.48000000000000015,0.7928286852589641,COMPLETE
87,0.7599953063662741,2026-06-24 19:01:57.366082,2026-06-24 19:01:57.683165,0 days 00:00:00.317083,0.08875433280535716,0.6045210725372159,0.6413083275573426,0.8600650760295483,3.1063045168493346,0.018969918676543945,4,47,82,0.7411672651090837,0.39000000000000007,0.796812749003984,COMPLETE
88,0.7597072879330943,2026-06-24 19:01:57.728746,2026-06-24 19:01:58.082199,0 days 00:00:00.353453,0.08810622719087194,0.6267292647512496,0.64853840649781,0.9019126110839657,2.459870249836027,0.021130507308077213,4,46,80,0.7058397838713721,0.4100000000000001,0.798804780876494,COMPLETE
89,0.7638462194913809,2026-06-24 19:01:58.127559,2026-06-24 19:01:58.595825,0 days 00:00:00.468266,0.06464619275723343,0.6680377240032509,0.6443889597671129,0.7996241505982868,1.82992355834558,0.021137804085145102,4,48,73,0.697045062061547,0.4100000000000001,0.798804780876494,COMPLETE
90,0.7651903055128861,2026-06-24 19:01:58.640386,2026-06-24 19:01:59.015600,0 days 00:00:00.375214,0.06273815893230243,0.6906146210648026,0.6354932754148521,1.797585192113041,1.8190305723382332,0.01911131275029011,4,48,55,0.6792312477056025,0.39000000000000007,0.798804780876494,COMPLETE
91,0.7641662399726916,2026-06-24 19:01:59.064147,2026-06-24 19:01:59.419375,0 days 00:00:00.355228,0.06420208182273021,0.7021051178278241,0.6453305349089131,0.8185312305034596,1.8266553192285324,0.027417970721186905,4,50,51,0.6898396355771632,0.4100000000000001,0.8027888446215139,COMPLETE
92,0.76431558286397,2026-06-24 19:01:59.464426,2026-06-24 19:01:59.833055,0 days 00:00:00.368629,0.06638803969412269,0.7051145076941218,0.643504686744857,0.5805805247318704,2.107722789362347,0.024098020804248325,4,50,52,0.6797423670287613,0.4000000000000001,0.798804780876494,COMPLETE
93,0.7621394435910566,2026-06-24 19:01:59.877304,2026-06-24 19:02:00.286129,0 days 00:00:00.408825,0.06404480559795925,0.6987496142297226,0.6381795417337179,0.6020567758319568,1.886445294240663,0.02674336319073883,4,50,63,0.6890915956293093,0.4300000000000001,0.796812749003984,COMPLETE
94,0.7529975251749444,2026-06-24 19:02:00.331195,2026-06-24 19:02:00.679352,0 days 00:00:00.348157,0.06431348773555907,0.6993363178628168,0.6192496565114887,0.5579611338371534,1.8798416716620723,0.027075673893513036,4,50,52,0.684209560989667,0.5600000000000003,0.7868525896414342,COMPLETE
95,0.7586192182966377,2026-06-24 19:02:00.724812,2026-06-24 19:02:01.119681,0 days 00:00:00.394869,0.0501056483279996,0.6822726680187159,0.6786018801052046,0.581243849825786,2.076419897896332,0.025358578898944977,4,49,61,0.6598534889643188,0.4300000000000001,0.798804780876494,COMPLETE
96,0.765531660692951,2026-06-24 19:02:01.165583,2026-06-24 19:02:01.721016,0 days 00:00:00.555433,0.06477965747808488,0.7189906514577583,0.6289491627965935,0.35998076872110785,1.7455044124789756,0.021841620810425445,4,48,94,0.7000823273757064,0.4200000000000001,0.796812749003984,COMPLETE
97,0.7589392387779483,2026-06-24 19:02:01.769431,2026-06-24 19:02:02.122135,0 days 00:00:00.352704,0.059410345144980295,0.7223676191296836,0.6058571156157362,0.1476406999931017,1.7916708221483661,0.02135857492885809,4,48,98,0.6764878352981922,0.4100000000000001,0.7948207171314741,COMPLETE
98,0.7680704898446834,2026-06-24 19:02:02.167329,2026-06-24 19:02:02.605201,0 days 00:00:00.437872,0.07047062396199504,0.7979343762491743,0.6327970276477155,0.35095409783422116,1.5865610273590252,0.023120153631366703,4,49,69,0.6944922950770859,0.4100000000000001,0.796812749003984,COMPLETE
99,0.760357996245093,2026-06-24 19:02:02.650899,2026-06-24 19:02:03.017567,0 days 00:00:00.366668,0.06888233263981566,0.7867424291130858,0.6620294990210212,0.3463373958055104,1.6174622327980603,0.023118666258533743,4,48,104,0.6482394230979419,0.4200000000000001,0.8007968127490039,COMPLETE
100,0.7664703874381293,2026-06-24 19:02:03.063049,2026-06-24 19:02:03.507646,0 days 00:00:00.444597,0.07113513765658767,0.6543409831010116,0.6346322879122352,0.4098367385302123,1.473521126132278,0.019954426251986887,4,49,74,0.6958443940722493,0.4200000000000001,0.798804780876494,COMPLETE
101,0.7617554190134836,2026-06-24 19:02:03.557586,2026-06-24 19:02:04.004332,0 days 00:00:00.446746,0.05613353827465799,0.7412524573445874,0.6285602953063839,0.3419624691905346,1.4556719466550974,0.020162925879617485,4,47,74,0.694934571891064,0.4500000000000001,0.7928286852589641,COMPLETE
102,0.7574458098651647,2026-06-24 19:02:04.050674,2026-06-24 19:02:04.404633,0 days 00:00:00.353959,0.07135207020309264,0.6687226586491585,0.6033328600469196,0.45912110136431367,1.740220255929134,0.030039538213504233,4,49,51,0.665801987269446,0.38000000000000006,0.7928286852589641,COMPLETE
103,0.7554403481822837,2026-06-24 19:02:04.450179,2026-06-24 19:02:04.931227,0 days 00:00:00.481048,0.1023184039777198,0.7162291669308993,0.6553326657779045,0.7318659701967851,2.7233013071250096,0.017858980263297318,4,45,89,0.719657228432435,0.4400000000000001,0.7888446215139442,COMPLETE
104,0.7566564260112646,2026-06-24 19:02:04.976491,2026-06-24 19:02:05.299750,0 days 00:00:00.323259,0.07207847468968173,0.6474471136018702,0.6278741221340013,0.22566078021167257,2.3319077785798044,0.022911354784776444,4,49,134,0.6807991525819542,0.4200000000000001,0.7908366533864541,COMPLETE
105,0.7531575354155999,2026-06-24 19:02:05.348082,2026-06-24 19:02:06.043438,0 days 00:00:00.695356,0.050115466483799394,0.6836089897549688,0.6766061779529511,0.7037887397226352,1.3364249210572396,0.02531298504888383,4,47,165,0.6964211995846171,0.5000000000000002,0.7908366533864541,COMPLETE
106,0.7626728110599079,2026-06-24 19:02:06.090192,2026-06-24 19:02:06.523128,0 days 00:00:00.432936,0.1694876628777817,0.7482456951111783,0.5895093246640615,1.038115352319582,1.5957569862860692,0.014758078616982785,4,48,74,0.6545781778755637,0.39000000000000007,0.798804780876494,COMPLETE
107,0.7548963133640553,2026-06-24 19:02:06.570275,2026-06-24 19:02:06.913313,0 days 00:00:00.343038,0.18046901474595237,0.7532648468303131,0.5842091691677088,1.1322408165708202,1.152847626940715,0.014681298670936583,4,49,71,0.6372097039472338,0.39000000000000007,0.798804780876494,COMPLETE
108,0.763120839733743,2026-06-24 19:02:06.957781,2026-06-24 19:02:07.334226,0 days 00:00:00.376445,0.12632139377707446,0.7987003226274582,0.642322162245161,0.6544439131321685,1.601052714040603,0.012976446121999802,4,48,109,0.6557338221191719,0.37000000000000005,0.8007968127490039,COMPLETE
109,0.7629074927462025,2026-06-24 19:02:07.379306,2026-06-24 19:02:07.807438,0 days 00:00:00.428132,0.09755191722044301,0.7898282652094155,0.6379376957336708,0.2575995811571087,1.4638121142442126,0.013519415658557077,4,45,114,0.6759168489486493,0.38000000000000006,0.8027888446215139,COMPLETE
110,0.7602833247994538,2026-06-24 19:02:07.853672,2026-06-24 19:02:08.217015,0 days 00:00:00.363343,0.11502419284395364,0.7671796710726928,0.6109832935501326,0.4712727061222689,2.0875310352893104,0.02962229119013172,4,50,91,0.6697351616480842,0.4300000000000001,0.8007968127490039,COMPLETE
111,0.7625874722648917,2026-06-24 19:02:08.266126,2026-06-24 19:02:08.704986,0 days 00:00:00.438860,0.09933255525186263,0.7993447815749546,0.6371006326331788,0.3311935685536792,1.481215643562688,0.013196213850577313,4,45,108,0.674591629908107,0.38000000000000006,0.798804780876494,COMPLETE
112,0.7606246799795187,2026-06-24 19:02:08.755062,2026-06-24 19:02:09.419090,0 days 00:00:00.664028,0.12376995350634519,0.712495141396124,0.6480012686340012,0.2217123014816993,1.3439605859070642,0.008641880870573338,4,48,130,0.686290812025576,0.4000000000000001,0.7948207171314741,COMPLETE
113,0.7619687660010239,2026-06-24 19:02:09.466784,2026-06-24 19:02:10.126004,0 days 00:00:00.659220,0.06020869179032052,0.7723606782611631,0.6289118254149684,2.4791996581513054,1.7614905628623303,0.01201026347962962,4,47,158,0.7099018219704832,0.4000000000000001,0.796812749003984,COMPLETE
114,0.7574458098651647,2026-06-24 19:02:10.175068,2026-06-24 19:02:10.497509,0 days 00:00:00.322441,0.0807005375274841,0.7302520016195739,0.6850123401948686,0.43855858317555285,1.8306126822741344,0.02051743872934059,4,45,51,0.6622938476007053,0.4200000000000001,0.8007968127490039,COMPLETE
115,0.7674517835808159,2026-06-24 19:02:10.545494,2026-06-24 19:02:10.876834,0 days 00:00:00.331340,0.4229199943780186,0.7853444850420123,0.6548881325477478,0.670928143123831,1.5515089843372816,0.02225662559586897,4,49,108,0.696629733098229,0.38000000000000006,0.798804780876494,COMPLETE
116,0.7562724014336919,2026-06-24 19:02:10.922117,2026-06-24 19:02:11.452661,0 days 00:00:00.530544,0.4892749158796166,0.6686487527532383,0.6575434357724315,0.9759177036791499,1.9869553843052585,0.033258823071460886,4,49,88,0.698307425233387,0.4200000000000001,0.7908366533864541,COMPLETE
117,0.7592592592592594,2026-06-24 19:02:11.497846,2026-06-24 19:02:11.945585,0 days 00:00:00.447739,0.4031013197498961,0.6823204917124339,0.7179279187529171,0.6723629934495408,1.6524117810622958,0.02233542495858892,4,50,69,0.69163482789456,0.4400000000000001,0.7928286852589641,COMPLETE
118,0.7672384365932753,2026-06-24 19:02:11.990432,2026-06-24 19:02:12.346751,0 days 00:00:00.356319,0.28638569015614684,0.6406378189351616,0.7788007058363424,0.7760168658259152,1.12796534876205,0.019833164438868955,4,47,138,0.6536760653709776,0.4100000000000001,0.8007968127490039,COMPLETE
119,0.7562083973374296,2026-06-24 19:02:12.396092,2026-06-24 19:02:12.900132,0 days 00:00:00.504040,0.32124222676198727,0.6539840482097878,0.7683637542160593,0.7711344822762012,1.105893694601346,0.024677456664999903,4,46,137,0.7104129617443051,0.4500000000000001,0.7888446215139442,COMPLETE
120,0.7542882744495648,2026-06-24 19:02:12.944996,2026-06-24 19:02:13.266208,0 days 00:00:00.321212,0.21116168275939115,0.6895597653036012,0.6202963723339088,0.810928128909201,0.9840508064692435,0.018260799962836298,4,49,87,0.7147211289127231,0.4200000000000001,0.7908366533864541,COMPLETE
121,0.766278375149343,2026-06-24 19:02:13.313005,2026-06-24 19:02:13.664929,0 days 00:00:00.351924,0.05632113366259411,0.637631217785985,0.7745379896288221,0.9444431841949911,1.56683279614659,0.020469410025977224,4,48,107,0.6567615956889862,0.4000000000000001,0.798804780876494,COMPLETE
122,0.7685825226147807,2026-06-24 19:02:13.710483,2026-06-24 19:02:14.033408,0 days 00:00:00.322925,0.054195993632789555,0.6430067360259273,0.791704960176065,0.9207794689479641,1.37679536729044,0.020226330833096006,4,47,123,0.6837238639290011,0.4100000000000001,0.8007968127490039,COMPLETE
123,0.7583845366103431,2026-06-24 19:02:14.080536,2026-06-24 19:02:14.605026,0 days 00:00:00.524490,0.06759869552120999,0.647518702912625,0.7897778496313224,0.9240453721991274,1.250077084490195,0.019699394208257504,4,47,147,0.6348720632375916,0.4200000000000001,0.7948207171314741,COMPLETE
124,0.7677931387608807,2026-06-24 19:02:14.656563,2026-06-24 19:02:15.047997,0 days 00:00:00.391434,0.05801804785846964,0.638200946444276,0.7784880546576881,1.2616574618516736,1.4067222035041342,0.022091296097336705,4,48,129,0.667699093337445,0.4000000000000001,0.798804780876494,COMPLETE
125,0.7637395459976105,2026-06-24 19:02:15.094122,2026-06-24 19:02:15.482279,0 days 00:00:00.388157,0.056401772784074856,0.6387392690129337,0.7742074080964064,1.4757978813213892,1.337338534785085,0.021585789074900857,4,50,123,0.6680631616264266,0.4200000000000001,0.798804780876494,COMPLETE
126,0.7640275644307903,2026-06-24 19:02:15.529278,2026-06-24 19:02:15.896956,0 days 00:00:00.367678,0.5767165771193203,0.6643604935161233,0.7995363152595877,1.039822186560424,1.541038199153561,0.023799565866996063,4,47,178,0.6442231356025185,0.37000000000000005,0.8007968127490039,COMPLETE
127,0.7577871650452296,2026-06-24 19:02:15.943090,2026-06-24 19:02:16.347963,0 days 00:00:00.404873,0.5821907405762673,0.621108000774112,0.7981698878652899,1.2529755617884692,1.1546001846777996,0.024190387662205205,4,47,184,0.6264513044523403,0.39000000000000007,0.798804780876494,COMPLETE
128,0.7648489503328213,2026-06-24 19:02:16.394068,2026-06-24 19:02:16.762467,0 days 00:00:00.368399,0.053391282155348635,0.6312142901660075,0.7785362614637933,1.0286060868007836,1.426107576506899,0.022955022296840055,4,49,172,0.683466874344747,0.4100000000000001,0.8007968127490039,COMPLETE
129,0.7625768049155147,2026-06-24 19:02:16.808750,2026-06-24 19:02:17.170810,0 days 00:00:00.362060,0.0526061822863348,0.7069627632665357,0.7814931182275955,1.3880693217893842,1.3991779764065089,0.028511219040405388,4,49,155,0.6821078643292388,0.4200000000000001,0.796812749003984,COMPLETE
130,0.7645502645502645,2026-06-24 19:02:17.216918,2026-06-24 19:02:17.564592,0 days 00:00:00.347674,0.058986431740874076,0.6355945131710636,0.7559906489740975,1.1283509629237596,1.0542395239716675,0.025692423513258025,4,50,131,0.6698437291471947,0.4100000000000001,0.8007968127490039,COMPLETE
131,0.7638035500938727,2026-06-24 19:02:17.609897,2026-06-24 19:02:17.957209,0 days 00:00:00.347312,0.05787829913465587,0.6052397688067709,0.759828297997563,1.1480277224059035,1.2639670615383563,0.026187552867015126,4,50,130,0.651653360343562,0.4100000000000001,0.8007968127490039,COMPLETE
132,0.7677504693633725,2026-06-24 19:02:18.003130,2026-06-24 19:02:18.383561,0 days 00:00:00.380431,0.06018890591154258,0.6393039847318684,0.7812747733854019,0.5305596626219949,1.1256577401510404,0.022298909012437463,4,49,98,0.6633013379028448,0.4100000000000001,0.798804780876494,COMPLETE
133,0.766662399726916,2026-06-24 19:02:18.429540,2026-06-24 19:02:18.783482,0 days 00:00:00.353942,0.07962574530592029,0.6408202317004417,0.7776828049684812,0.9772833854189803,1.0325152731808063,0.020207177012123892,4,46,103,0.6700950465366498,0.39000000000000007,0.8027888446215139,COMPLETE
134,0.7609233657620755,2026-06-24 19:02:18.829064,2026-06-24 19:02:19.188854,0 days 00:00:00.359790,0.07417185732963046,0.6352094764108168,0.7807855657023804,1.200029827877398,1.0332183454235107,0.018002995892582016,4,46,163,0.663490845054518,0.38000000000000006,0.8027888446215139,COMPLETE
135,0.7661503669568184,2026-06-24 19:02:19.235487,2026-06-24 19:02:19.566261,0 days 00:00:00.330774,0.08799937833976133,0.6275519178319146,0.7865324603262361,0.9518087529572815,0.8600535838573501,0.019847744886511042,4,48,102,0.6416121392417146,0.4000000000000001,0.8007968127490039,COMPLETE
136,0.7646569380440349,2026-06-24 19:02:19.612671,2026-06-24 19:02:19.947457,0 days 00:00:00.334786,0.08688431797085688,0.6189302331778571,0.7853235018694716,0.9489078741725145,0.8293157475034737,0.019293292054811718,4,48,100,0.6417375337096766,0.4000000000000001,0.8007968127490039,COMPLETE
137,0.7497653183137054,2026-06-24 19:02:19.993125,2026-06-24 19:02:20.661076,0 days 00:00:00.667951,0.37150937419406754,0.6443070913741828,0.7704627961961288,1.8489146894663167,0.9903251222763297,0.022280053548241252,4,46,116,0.6154251060703917,0.6400000000000003,0.7888446215139442,COMPLETE
138,0.7648062809353132,2026-06-24 19:02:20.709281,2026-06-24 19:02:21.072969,0 days 00:00:00.363688,0.05023255800636904,0.6588268599850089,0.7753124874245882,0.5063663250066809,1.1610273113453329,0.020647017533619028,4,44,143,0.6572199483882202,0.4200000000000001,0.8027888446215139,COMPLETE
139,0.766705069124424,2026-06-24 19:02:21.117715,2026-06-24 19:02:21.538848,0 days 00:00:00.421133,0.07916990535237818,0.6272530605762561,0.7891263450352918,1.0328142377487668,0.5854245018991378,0.019390449325637014,4,48,228,0.6310971384392853,0.4200000000000001,0.798804780876494,COMPLETE
140,0.7562083973374296,2026-06-24 19:02:21.586015,2026-06-24 19:02:22.238518,0 days 00:00:00.652503,0.0809095178074894,0.6751114785244863,0.7876336017602129,0.8895635883783617,0.6554866911968125,0.01995207373965934,4,47,231,0.6321111174262712,0.4500000000000001,0.7928286852589641,COMPLETE
141,0.758320532514081,2026-06-24 19:02:22.284396,2026-06-24 19:02:22.801934,0 days 00:00:00.517538,0.07243354646768768,0.6306678464294526,0.7511139263927487,1.0087194704312885,0.8935793957885922,0.017743219099833295,4,49,269,0.6021373785788304,0.4400000000000001,0.798804780876494,COMPLETE
142,0.7549496501109404,2026-06-24 19:02:22.848080,2026-06-24 19:02:23.400509,0 days 00:00:00.552429,0.09008015797198869,0.6246025152348735,0.765731157635576,0.7016043519765098,0.5818860552835478,0.018934417120413216,4,48,97,0.6229518095531976,0.5300000000000002,0.7908366533864541,COMPLETE
143,0.7666410650281619,2026-06-24 19:02:23.445821,2026-06-24 19:02:23.793113,0 days 00:00:00.347292,0.05622061939740274,0.5948460637112277,0.7921530855124433,1.3944559929870866,0.7350660639954971,0.022023706386914737,4,49,172,0.6522938415571282,0.38000000000000006,0.8007968127490039,COMPLETE
144,0.7654889912954429,2026-06-24 19:02:23.840618,2026-06-24 19:02:24.200115,0 days 00:00:00.359497,0.07852434593857315,0.6508978031434874,0.7908963702112557,1.4292506915502359,0.5009682008362953,0.021748059144075304,4,46,192,0.6492173168526634,0.37000000000000005,0.798804780876494,COMPLETE
145,0.7672597712920294,2026-06-24 19:02:24.245602,2026-06-24 19:02:24.611451,0 days 00:00:00.365849,0.07962854087398732,0.5953983855577062,0.7922354119830213,1.4571065141823927,0.512342888548058,0.022047310717307735,4,45,217,0.6523124004799097,0.4200000000000001,0.798804780876494,COMPLETE
146,0.7679211469534051,2026-06-24 19:02:24.654921,2026-06-24 19:02:25.020327,0 days 00:00:00.365406,0.07660258418385557,0.5992033090003756,0.7915527475864939,1.5352024581629433,0.5859029331427145,0.022018850992938214,4,45,224,0.6473490266575056,0.4200000000000001,0.8007968127490039,COMPLETE
147,0.7586618876941457,2026-06-24 19:02:25.065736,2026-06-24 19:02:25.711897,0 days 00:00:00.646161,0.2701209934790531,0.5945563412081427,0.7377204002898625,1.3382404578944216,0.6049256598021197,0.01999687249791019,4,45,270,0.6411613812203255,0.4500000000000001,0.7908366533864541,COMPLETE
148,0.7655956647892133,2026-06-24 19:02:25.761952,2026-06-24 19:02:26.082483,0 days 00:00:00.320531,0.9066158395335635,0.6094371661009212,0.7928522920621394,1.6025476772782559,0.7835334404916715,0.022433777782050454,4,44,250,0.6510187232760348,0.4200000000000001,0.798804780876494,COMPLETE
149,0.7638675541901347,2026-06-24 19:02:26.127238,2026-06-24 19:02:26.461634,0 days 00:00:00.334396,0.09207024072084359,0.6057058803402326,0.7952018966806458,1.5400695405655496,0.724739917147432,0.023106701513791503,4,44,226,0.6461478557497298,0.4200000000000001,0.8027888446215139,COMPLETE
150,0.7642942481652159,2026-06-24 19:02:26.508431,2026-06-24 19:02:26.895763,0 days 00:00:00.387332,0.05835841910306282,0.5834797594471912,0.785056097340733,1.5641387414824355,0.599698321006045,0.020735897640362322,4,44,297,0.629638175418045,0.4000000000000001,0.796812749003984,COMPLETE
151,0.7618940945553849,2026-06-24 19:02:26.943429,2026-06-24 19:02:27.257909,0 days 00:00:00.314480,0.9318195410670898,0.6166872727120416,0.7592392974090716,1.3205187905529427,0.777350797184255,0.022336863174221584,4,46,256,0.6562690159636001,0.4000000000000001,0.8007968127490039,COMPLETE
152,0.7540749274620243,2026-06-24 19:02:27.304165,2026-06-24 19:02:28.060111,0 days 00:00:00.755946,0.07143741200806702,0.5959543181676572,0.772704758749631,1.203823114035179,0.667479923221813,0.0215769826658508,4,47,215,0.6619867722621057,0.6400000000000003,0.7888446215139442,COMPLETE
153,0.7601766513056835,2026-06-24 19:02:28.108060,2026-06-24 19:02:28.662527,0 days 00:00:00.554467,0.7138216035420213,0.6116261550114843,0.7838692248724266,1.4658745408051992,0.5443405090909155,0.024070756819259034,4,45,248,0.6360938074813747,0.5200000000000002,0.7928286852589641,COMPLETE
154,0.7633341867212834,2026-06-24 19:02:28.709150,2026-06-24 19:02:29.074022,0 days 00:00:00.364872,0.0804373512616724,0.6430440416217308,0.79303816350708,1.0793475747445098,0.6356989482698362,0.018342949573867874,4,48,200,0.6519142509490689,0.4000000000000001,0.8007968127490039,COMPLETE
155,0.7581925243215567,2026-06-24 19:02:29.119064,2026-06-24 19:02:29.650165,0 days 00:00:00.531101,0.06621601794875842,0.6013796260957558,0.763646768839063,0.6042133903620481,0.5610155265333436,0.02030304955099352,4,46,305,0.6710473496445705,0.5400000000000003,0.7908366533864541,COMPLETE
156,0.7610300392558457,2026-06-24 19:02:29.696310,2026-06-24 19:02:30.338742,0 days 00:00:00.642432,0.0563525728952605,0.6238311535494777,0.7997087706736149,0.37582155127209893,0.7201392930132359,0.017204498403917967,4,42,226,0.6216921016545929,0.4300000000000001,0.7948207171314741,COMPLETE
157,0.7661076975593104,2026-06-24 19:02:30.384867,2026-06-24 19:02:30.741386,0 days 00:00:00.356519,0.07614272625093026,0.5883107678551088,0.7472657813701596,1.2839608347253137,0.8852117835697801,0.025203002513006407,4,47,107,0.6641377787297719,0.46000000000000013,0.8007968127490039,COMPLETE
158,0.7645075951527563,2026-06-24 19:02:30.788450,2026-06-24 19:02:31.149721,0 days 00:00:00.361271,0.07713867687016822,0.5753554622581675,0.7486599149173045,1.6084696180609408,0.8876464898905057,0.02861393136199335,4,47,277,0.6637925308142458,0.4400000000000001,0.8007968127490039,COMPLETE
159,0.7558670421573647,2026-06-24 19:02:31.195069,2026-06-24 19:02:31.847050,0 days 00:00:00.651981,0.10322386654256921,0.5843782341467787,0.7721709941108498,1.2749802009368671,0.7959127688345278,0.026273031264946383,4,45,115,0.6480065763657694,0.6800000000000004,0.7908366533864541,COMPLETE
160,0.7617127496159755,2026-06-24 19:02:31.893185,2026-06-24 19:02:32.296484,0 days 00:00:00.403299,0.0852109367675029,0.5902178686214313,0.7805155376433622,0.858566785865334,0.95918675456755,0.02450133874946988,4,49,246,0.6388161361114841,0.4300000000000001,0.7948207171314741,COMPLETE
161,0.7674304488820618,2026-06-24 19:02:32.344208,2026-06-24 19:02:32.705544,0 days 00:00:00.361336,0.0675609535021008,0.6112976803607953,0.7884201623674236,1.3744175527392883,0.7654288528400717,0.022143756125797883,4,48,100,0.6717129584319707,0.4200000000000001,0.798804780876494,COMPLETE
162,0.7658303464755079,2026-06-24 19:02:32.749644,2026-06-24 19:02:33.107279,0 days 00:00:00.357635,1.192598593484045,0.6125595525828278,0.7873814132762553,1.3863015755787607,0.844149111575573,0.023166035336869967,4,47,107,0.6702740152680244,0.4300000000000001,0.798804780876494,COMPLETE
163,0.7681344939409456,2026-06-24 19:02:33.154530,2026-06-24 19:02:33.520462,0 days 00:00:00.365932,0.07045422394360414,0.6365161837188212,0.7766805077572084,1.3919172900580048,0.8512887492733214,0.020816024357341076,4,48,108,0.673289442809036,0.39000000000000007,0.8007968127490039,COMPLETE
164,0.7554830175797919,2026-06-24 19:02:33.567582,2026-06-24 19:02:34.112671,0 days 00:00:00.545089,0.07244289299934095,0.6364706346153212,0.7683682209973257,1.1650232094730533,0.702362841760005,0.01916405116402269,4,48,139,0.6591045449550476,0.5200000000000002,0.7908366533864541,COMPLETE
165,0.7661717016555727,2026-06-24 19:02:34.159353,2026-06-24 19:02:34.511191,0 days 00:00:00.351838,0.06292906904489685,0.658081825811573,0.7572935077547605,1.2574287030791393,0.92657440203243,0.02046576781960899,4,49,125,0.6740978239337527,0.4200000000000001,0.8027888446215139,COMPLETE
166,0.7596859532343404,2026-06-24 19:02:34.560203,2026-06-24 19:02:34.990022,0 days 00:00:00.429819,0.06027676467731616,0.6610887902385646,0.7289824277025522,1.415533599530578,1.0928090103232666,0.020541163730779285,4,49,126,0.6733951289598418,0.4500000000000001,0.796812749003984,COMPLETE
167,0.7663423792456051,2026-06-24 19:02:35.035945,2026-06-24 19:02:35.391300,0 days 00:00:00.355355,0.05466152393093649,0.6506492241399966,0.7797809159735626,0.9746377708770237,0.6321388485822514,0.018229637747784102,4,48,86,0.6844565411449021,0.4000000000000001,0.8007968127490039,COMPLETE
168,0.7640275644307903,2026-06-24 19:02:35.437375,2026-06-24 19:02:35.789014,0 days 00:00:00.351639,0.05032191303518299,0.6511260835524144,0.7588457746787111,1.0816594913312982,0.6259658253670873,0.01580252100975873,4,49,90,0.6872285807088052,0.4200000000000001,0.8047808764940239,COMPLETE
169,0.7667904079194403,2026-06-24 19:02:35.834207,2026-06-24 19:02:36.208698,0 days 00:00:00.374491,0.055419555324798274,0.6418323849971548,0.7795538481887149,0.7533656972349926,0.5160689634513375,0.0178866284195955,4,48,143,0.6780659292614645,0.4000000000000001,0.8027888446215139,COMPLETE
170,0.7641662399726915,2026-06-24 19:02:36.254108,2026-06-24 19:02:36.636932,0 days 00:00:00.382824,0.0553690717083638,0.6423788019548305,0.7751063953786219,0.7615174925647407,0.5281712813691175,0.018000997610159015,4,46,150,0.6831056130228802,0.39000000000000007,0.8027888446215139,COMPLETE
171,0.7712066905615294,2026-06-24 19:02:36.682769,2026-06-24 19:02:37.047220,0 days 00:00:00.364451,0.06271307981836129,0.6567207512838439,0.7759322525028344,1.2130170424909423,0.5641927770383849,0.0211355729675728,4,48,123,0.6923202814980778,0.35000000000000003,0.8027888446215139,COMPLETE
172,0.7653823178016725,2026-06-24 19:02:37.092323,2026-06-24 19:02:37.455465,0 days 00:00:00.363142,0.06727882460789689,0.6336904473426958,0.7777836995001727,0.8483778762390204,0.5651191007973192,0.01865031504581109,4,48,79,0.6922476093857682,0.37000000000000005,0.798804780876494,COMPLETE
